Statistics Canada, CANSIM using CHASS.

COL0  - Date (YYYY-MM-DD) 
2012-05          690.01  
2012-06          709.72  
2012-07          681.58  
2012-08          711.63  
2012-09          700.42  
2012-10          731.96  
2012-11          770.66  
2012-12          782.40  
2013-01          717.55  
2013-02          741.59  
2013-03          748.41  
2013-04          729.71  
2013-05          740.85  
2013-06          722.89  
2013-07          716.44  
2013-08          733.64  
2013-09          736.87  
2013-10          773.58  
2013-11          761.47  
2013-12          798.39  
2014-01          747.30  
2014-02          800.70  
2014-03          758.64  
2014-04          802.47  
2014-05          773.28  
2014-06          745.57  
2014-07          761.45  
2014-08          751.62  
2014-09          732.97  
2014-10          764.92  
2014-11          793.08  
2014-12          786.27  
2015-01          749.55  
2015-02          759.84  
2015-03          733.68  
2015-04          746.42  
2015-05          708.30  
2015-06          690.95  
2015-07          678.65  
2015-08          682.11  
2015-09          725.26  
2015-10          720.90  
2015-11          753.25  
2015-12          723.68  
2016-01          698.25  
2016-02          719.11  
2016-03          712.75  
2016-04          669.20  
2016-05          677.47  
2016-06          670.30  
2016-07          663.11  
2016-08          674.19  
2016-09          734.55  
2016-10          751.84  
2016-11          738.69  
2016-12          755.65  
2017-01          722.60  
2017-02          738.15  
2017-03          730.99  
2017-04          723.30  
2017-05          699.96  
2017-06          685.61  
2017-07          706.05  
2017-08          697.84  
2017-09          723.50  
2017-10          742.18  
2017-11          717.57  
2017-12          698.88  
2018-01          705.03  
2018-02          675.37  
2018-03          674.23  
2018-04          688.45  
2018-05          667.18  
2018-06          657.91  
2018-07          671.51  
2018-08          698.75  
2018-09          714.86  
2018-10          740.12  
2018-11          771.60  
2018-12          749.14  
2019-01          734.27  
2019-02          723.92  
2019-03          737.95  
2019-04          728.85  
2019-05          726.21  
2019-06          716.10  
2019-07          694.18  
2019-08          727.16  
2019-09          746.72  
2019-10          763.21  
2019-11          782.57  
2019-12          772.27  
2020-01          749.30  
2020-02          773.22  
2020-03          771.34  
2020-04          725.97  
2020-05          699.75  
2020-06          700.21  
2020-07          684.40  
2020-08          725.35  
2020-09          745.68  
2020-10          774.12  
2020-11          766.24  
2020-12          773.95  
2021-01          765.36  
2021-02          751.92  
2021-03          769.81  
2021-04          747.91  
2021-05          765.66  
2021-06          732.90  
2021-07          716.50  
2021-08          719.03  

